273.0	55.903323550132406
275.0	57.19533887887791
277.0	58.53397968291902
279.0	59.92528394770401
281.0	61.3767022872272
283.0	62.897429413774695
285.0	64.49880704826478
287.0	66.19481212794949
289.0	68.0026465365459
291.0	69.94344729415457
293.0	72.04313923972047
295.0	74.33345575897924
297.0	76.85315709990284
299.0	79.64948032191732
301.0	82.77985999286481
303.0	86.31396442881616
305.0	90.33609861791152
307.0	94.94803203337746
309.0	100.27231737723417
311.0	106.45617496133374
313.0	113.67602698503218
315.0	122.14277647075116
317.0	132.10793713481866
319.0	143.87073306810242
321.0	157.78630084369877
323.0	174.27514161031087
325.0	193.83398689361806
327.0	217.048259178987
329.0	244.60632675130933
331.0	277.31577143042665
333.0	316.1219072606863
335.0	362.12880713594205
337.0	416.62311176537776
339.0	481.1009101453097
341.0	557.2979916422447
343.0	647.2237760014957
345.0	753.1992285872598
347.0	877.8990638101684
349.0	1024.3985297389954
351.0	1196.2250499162972
353.0	1397.4149706660735
355.0	1632.5756169366
357.0	1906.9527877491503
359.0	2226.503713939115
361.0	2597.9753483150694
363.0	3028.987656705115
365.0	3528.1213237712504
367.0	4105.008973705435
369.0	4770.428621952717
371.0	5536.397605075541
373.0	6416.264666491512
375.0	7424.797193477767
377.0	8578.259796632077
379.0	9894.479491809147
381.0	11392.891686041763
383.0	13094.55999020671
385.0	15022.16160052602
387.0	17199.928642576375
389.0	19653.53451040142
391.0	22409.912941582003
393.0	25496.99646190355
395.0	28943.36006554996
397.0	32777.75576878826
399.0	37028.52423605906
401.0	41722.87132452487
403.0	46886.00046477017
405.0	52540.09665334288
407.0	58703.16483199943
409.0	65387.73486809001
411.0	72599.45740616834
413.0	80335.62949515576
415.0	88583.70575139353
417.0	97319.86910410176
419.0	106507.75355451001
421.0	116097.42792075578
423.0	126024.76168544627
425.0	136211.29876098759
427.0	146564.75895311055
429.0	156980.26704945936
431.0	167342.37351100906
433.0	177527.8779625981
435.0	187409.39861860525
437.0	196859.55188979453
439.0	205755.5243006811
441.0	213983.74396090079
443.0	221444.3034821004
445.0	228054.76280999748
447.0	233752.97909954342
449.0	238498.67684223974
451.0	242273.5832674595
453.0	245080.1016062088
455.0	246938.66015189994
457.0	247884.0343405896
459.0	247961.0664531477
461.0	247220.28009805988
463.0	245713.88938157825
465.0	243492.63236944
467.0	240603.72512173935
469.0	237090.05818409278
471.0	232990.57167586347
473.0	228341.5795347067
475.0	223178.6948674094
477.0	217538.95351425433
479.0	211462.74574533786
481.0	204995.23760868303
483.0	198187.07520158283
485.0	191094.2934581695
487.0	183777.47275219773
489.0	176300.2834078415
491.0	168727.6193966304
493.0	161123.54557374344
495.0	153549.2722072291
497.0	146061.33522785403
499.0	138710.1112717135
501.0	131538.7432559461
503.0	124582.50274628834
505.0	117868.57468189162
507.0	111416.22028245425
509.0	105237.25517355117
511.0	99336.77055133373
513.0	93714.02355439305
515.0	88363.42681769103
517.0	83275.57458728254
519.0	78438.25227954132
521.0	73837.38685050326
523.0	69457.90598470494
525.0	65284.48433573693
527.0	61302.164436423926
529.0	57496.848151800885
531.0	53855.6614776891
533.0	50367.20098293717
535.0	47021.674224833405
537.0	43810.94907813717
539.0	40728.528214944585
541.0	37769.4651122593
543.0	34930.23713972027
545.0	32208.58970570767
547.0	29603.363337454055
549.0	27114.31315711547
551.0	24741.927695319177
553.0	22487.251542316215
555.0	20351.714138414132
557.0	18336.965190254494
559.0	16444.71588310412
561.0	14676.584329879595
563.0	13033.943611730183
565.0	11517.771340707193
567.0	10128.500881777229
569.0	8865.876118392333
571.0	7728.813770512692
573.0	6715.279535035998
575.0	5822.186397369656
577.0	5045.324979635946
579.0	4379.336340152606
581.0	3817.736846153084
583.0	3353.0023407275266
585.0	2976.7147438809698
587.0	2679.7686694327776
589.0	2452.629131748108
591.0	2285.6248033730317
593.0	2169.2556410662332
595.0	2094.4901553501377
597.0	2053.027105770103
599.0	2037.4994633182803
601.0	2041.6049399466626
603.0	2060.156354719515
605.0	2089.05507434621
607.0	2125.1999029755225
609.0	2166.350397350877
611.0	2210.966518448073
613.0	2258.0455503520343
615.0	2306.9729991189442
617.0	2357.39809144296
619.0	2409.138128024397
621.0	2462.1106723356024
623.0	2516.2891551903554
625.0	2571.676060701481
627.0	2628.2880168353463
629.0	2686.148186805412
631.0	2745.2827201589353
633.0	2805.7192488106803
635.0	2867.486314140265
637.0	2930.6131760797716
639.0	2995.1297629414653
641.0	3061.0666676978985
643.0	3128.4551580449042
645.0	3197.3271902571373
647.0	3267.715424156035
649.0	3339.653238566538
